ids,ISCO_version,major,major_label,sub_major,sub_major_label,minor,minor_label,unit,description_isco,documents,label
1,ISCO-08,1,Managers,11,"Chief Executives, Senior Officials and Legislators",111,Legislators and Senior Officials,1111,Legislators,"Managers | Chief Executives, Senior Officials and Legislators | Legislators and Senior Officials | Legislators",1111
349,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",752,"Wood Treaters, Cabinet-makers and Related Trades Workers",7523,Woodworking Machine Tool Setters and Operators,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Wood Treaters, Cabinet-makers and Related Trades Workers | Woodworking Machine Tool Setters and Operators",7523
350,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7531,"Tailors, Dressmakers, Furriers and Hatters","Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Garment and Related Trades Workers | Tailors, Dressmakers, Furriers and Hatters",7531
351,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7532,Garment and Related Patternmakers and Cutters,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Garment and Related Trades Workers | Garment and Related Patternmakers and Cutters",7532
352,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7533,"Sewing, Embroidery and Related Workers","Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Garment and Related Trades Workers | Sewing, Embroidery and Related Workers",7533
353,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7534,Upholsterers and Related Workers,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Garment and Related Trades Workers | Upholsterers and Related Workers",7534
354,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7535,"Pelt Dressers, Tanners and Fellmongers","Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Garment and Related Trades Workers | Pelt Dressers, Tanners and Fellmongers",7535
355,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",753,Garment and Related Trades Workers,7536,Shoemakers and Related Workers,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Garment and Related Trades Workers | Shoemakers and Related Workers",7536
356,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7541,Underwater Divers,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Other Craft and Related Workers | Underwater Divers",7541
357,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7542,Shotfirers and Blasters,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Other Craft and Related Workers | Shotfirers and Blasters",7542
358,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7543,Product Graders and Testers (excluding Foods and Beverages),"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Other Craft and Related Workers | Product Graders and Testers (excluding Foods and Beverages)",7543
359,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7544,Fumigators and Other Pest and Weed Controllers,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Other Craft and Related Workers | Fumigators and Other Pest and Weed Controllers",7544
360,ISCO-08,7,Craft and Related Trades Workers,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",754,Other Craft and Related Workers,7549,Craft and Related Workers Not Elsewhere Classified,"Craft and Related Trades Workers | Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers | Other Craft and Related Workers | Craft and Related Workers Not Elsewhere Classified",7549
361,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8111,Miners and Quarriers,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Mining and Mineral Processing Plant Operators | Miners and Quarriers,8111
362,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8112,Mineral and Stone Processing Plant Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Mining and Mineral Processing Plant Operators | Mineral and Stone Processing Plant Operators,8112
363,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8113,Well Drillers and Borers and Related Workers,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Mining and Mineral Processing Plant Operators | Well Drillers and Borers and Related Workers,8113
364,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,811,Mining and Mineral Processing Plant Operators,8114,"Cement, Stone and Other Mineral Products Machine Operators","Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Mining and Mineral Processing Plant Operators | Cement, Stone and Other Mineral Products Machine Operators",8114
365,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,812,Metal Processing and Finishing Plant Operators,8121,Metal Processing Plant Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Metal Processing and Finishing Plant Operators | Metal Processing Plant Operators,8121
366,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,812,Metal Processing and Finishing Plant Operators,8122,"Metal Finishing, Plating and Coating Machine Operators","Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Metal Processing and Finishing Plant Operators | Metal Finishing, Plating and Coating Machine Operators",8122
367,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,813,Chemical and Photographic Products Plant and Machine Operators,8131,Chemical Products Plant and Machine Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Chemical and Photographic Products Plant and Machine Operators | Chemical Products Plant and Machine Operators,8131
368,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,813,Chemical and Photographic Products Plant and Machine Operators,8132,Photographic Products Machine Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Chemical and Photographic Products Plant and Machine Operators | Photographic Products Machine Operators,8132
369,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,814,"Rubber, Plastic and Paper Products Machine Operators",8141,Rubber Products Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Rubber, Plastic and Paper Products Machine Operators | Rubber Products Machine Operators",8141
370,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,814,"Rubber, Plastic and Paper Products Machine Operators",8142,Plastic Products Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Rubber, Plastic and Paper Products Machine Operators | Plastic Products Machine Operators",8142
371,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,814,"Rubber, Plastic and Paper Products Machine Operators",8143,Paper Products Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Rubber, Plastic and Paper Products Machine Operators | Paper Products Machine Operators",8143
372,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8151,"Fibre Preparing, Spinning and Winding Machine Operators","Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Fibre Preparing, Spinning and Winding Machine Operators",8151
373,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8152,Weaving and Knitting Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Weaving and Knitting Machine Operators",8152
374,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8153,Sewing Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Sewing Machine Operators",8153
375,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8154,"Bleaching, Dyeing and Fabric Cleaning Machine Operators","Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Bleaching, Dyeing and Fabric Cleaning Machine Operators",8154
376,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8155,Fur and Leather Preparing Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Fur and Leather Preparing Machine Operators",8155
377,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8156,Shoemaking and Related Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Shoemaking and Related Machine Operators",8156
378,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8157,Laundry Machine Operators,"Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Laundry Machine Operators",8157
379,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,815,"Textile, Fur and Leather Products Machine Operators",8159,"Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified","Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Textile, Fur and Leather Products Machine Operators | Textile, Fur and Leather Products Machine Operators Not Elsewhere Classified",8159
380,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,816,Food and Related Products Machine Operators,8160,Food and Related Products Machine Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Food and Related Products Machine Operators | Food and Related Products Machine Operators,8160
381,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,817,Wood Processing and Papermaking Plant Operators,8171,Pulp and Papermaking Plant Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Wood Processing and Papermaking Plant Operators | Pulp and Papermaking Plant Operators,8171
382,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,817,Wood Processing and Papermaking Plant Operators,8172,Wood Processing Plant Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Wood Processing and Papermaking Plant Operators | Wood Processing Plant Operators,8172
383,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8181,Glass and Ceramics Plant Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Other Stationary Plant and Machine Operators | Glass and Ceramics Plant Operators,8181
384,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8182,Steam Engine and Boiler Operators,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Other Stationary Plant and Machine Operators | Steam Engine and Boiler Operators,8182
385,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8183,"Packing, Bottling and Labelling Machine Operators","Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Other Stationary Plant and Machine Operators | Packing, Bottling and Labelling Machine Operators",8183
386,ISCO-08,8,Plant and Machine Operators and Assemblers,81,Stationary Plant and Machine Operators,818,Other Stationary Plant and Machine Operators,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,Plant and Machine Operators and Assemblers | Stationary Plant and Machine Operators | Other Stationary Plant and Machine Operators | Stationary Plant and Machine Operators Not Elsewhere Classified,8189
387,ISCO-08,8,Plant and Machine Operators and Assemblers,82,Assemblers,821,Assemblers,8211,Mechanical Machinery Assemblers,Plant and Machine Operators and Assemblers | Assemblers | Assemblers | Mechanical Machinery Assemblers,8211
388,ISCO-08,8,Plant and Machine Operators and Assemblers,82,Assemblers,821,Assemblers,8212,Electrical and Electronic Equipment Assemblers,Plant and Machine Operators and Assemblers | Assemblers | Assemblers | Electrical and Electronic Equipment Assemblers,8212
389,ISCO-08,8,Plant and Machine Operators and Assemblers,82,Assemblers,821,Assemblers,8219,Assemblers Not Elsewhere Classified,Plant and Machine Operators and Assemblers | Assemblers | Assemblers | Assemblers Not Elsewhere Classified,8219
390,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,831,Locomotive Engine Drivers and Related Workers,8311,Locomotive Engine Drivers,Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Locomotive Engine Drivers and Related Workers | Locomotive Engine Drivers,8311
391,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,831,Locomotive Engine Drivers and Related Workers,8312,"Railway Brake, Signal and Switch Operators","Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Locomotive Engine Drivers and Related Workers | Railway Brake, Signal and Switch Operators",8312
392,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,832,"Car, Van and Motorcycle Drivers",8321,Motorcycle Drivers,"Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Car, Van and Motorcycle Drivers | Motorcycle Drivers",8321
393,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,832,"Car, Van and Motorcycle Drivers",8322,"Car, Taxi and Van Drivers","Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Car, Van and Motorcycle Drivers | Car, Taxi and Van Drivers",8322
394,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,833,Heavy Truck and Bus Drivers,8331,Bus and Tram Drivers,Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Heavy Truck and Bus Drivers | Bus and Tram Drivers,8331
395,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,833,Heavy Truck and Bus Drivers,8332,Heavy Truck and Lorry Drivers,Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Heavy Truck and Bus Drivers | Heavy Truck and Lorry Drivers,8332
396,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8341,Mobile Farm and Forestry Plant Operators,Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Mobile Plant Operators | Mobile Farm and Forestry Plant Operators,8341
397,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8342,Earthmoving and Related Plant Operators,Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Mobile Plant Operators | Earthmoving and Related Plant Operators,8342
398,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8343,"Crane, Hoist and Related Plant Operators","Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Mobile Plant Operators | Crane, Hoist and Related Plant Operators",8343
399,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,834,Mobile Plant Operators,8344,Lifting Truck Operators,Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Mobile Plant Operators | Lifting Truck Operators,8344
400,ISCO-08,8,Plant and Machine Operators and Assemblers,83,Drivers and Mobile Plant Operators,835,Ships� Deck Crews and Related Workers,8350,Ships� Deck Crews and Related Workers,Plant and Machine Operators and Assemblers | Drivers and Mobile Plant Operators | Ships� Deck Crews and Related Workers | Ships� Deck Crews and Related Workers,8350
401,ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,911,"Domestic, Hotel and Office Cleaners and Helpers",9111,Domestic Cleaners and Helpers,"Elementary Occupations | Cleaners and Helpers | Domestic, Hotel and Office Cleaners and Helpers | Domestic Cleaners and Helpers",9111
402,ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,911,"Domestic, Hotel and Office Cleaners and Helpers",9112,"Cleaners and Helpers in Offices, Hotels and Other Establishments","Elementary Occupations | Cleaners and Helpers | Domestic, Hotel and Office Cleaners and Helpers | Cleaners and Helpers in Offices, Hotels and Other Establishments",9112
403,ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9121,Hand Launderers and Pressers,"Elementary Occupations | Cleaners and Helpers | Vehicle, Window, Laundry and Other Hand Cleaning Workers | Hand Launderers and Pressers",9121
404,ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9122,Vehicle Cleaners,"Elementary Occupations | Cleaners and Helpers | Vehicle, Window, Laundry and Other Hand Cleaning Workers | Vehicle Cleaners",9122
405,ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9123,Window Cleaners,"Elementary Occupations | Cleaners and Helpers | Vehicle, Window, Laundry and Other Hand Cleaning Workers | Window Cleaners",9123
406,ISCO-08,9,Elementary Occupations,91,Cleaners and Helpers,912,"Vehicle, Window, Laundry and Other Hand Cleaning Workers",9129,Other Cleaning Workers,"Elementary Occupations | Cleaners and Helpers | Vehicle, Window, Laundry and Other Hand Cleaning Workers | Other Cleaning Workers",9129
407,ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9211,Crop Farm Labourers,"Elementary Occupations | Agricultural, Forestry and Fishery Labourers | Agricultural, Forestry and Fishery Labourers | Crop Farm Labourers",9211
408,ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9212,Livestock Farm Labourers,"Elementary Occupations | Agricultural, Forestry and Fishery Labourers | Agricultural, Forestry and Fishery Labourers | Livestock Farm Labourers",9212
409,ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9213,Mixed Crop and Livestock Farm Labourers,"Elementary Occupations | Agricultural, Forestry and Fishery Labourers | Agricultural, Forestry and Fishery Labourers | Mixed Crop and Livestock Farm Labourers",9213
410,ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9214,Garden and Horticultural Labourers,"Elementary Occupations | Agricultural, Forestry and Fishery Labourers | Agricultural, Forestry and Fishery Labourers | Garden and Horticultural Labourers",9214
411,ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9215,Forestry Labourers,"Elementary Occupations | Agricultural, Forestry and Fishery Labourers | Agricultural, Forestry and Fishery Labourers | Forestry Labourers",9215
412,ISCO-08,9,Elementary Occupations,92,"Agricultural, Forestry and Fishery Labourers",921,"Agricultural, Forestry and Fishery Labourers",9216,Fishery and Aquaculture Labourers,"Elementary Occupations | Agricultural, Forestry and Fishery Labourers | Agricultural, Forestry and Fishery Labourers | Fishery and Aquaculture Labourers",9216
413,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",931,Mining and Construction Labourers,9311,Mining and Quarrying Labourers,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Mining and Construction Labourers | Mining and Quarrying Labourers",9311
414,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",931,Mining and Construction Labourers,9312,Civil Engineering Labourers,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Mining and Construction Labourers | Civil Engineering Labourers",9312
415,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",931,Mining and Construction Labourers,9313,Building Construction Labourers,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Mining and Construction Labourers | Building Construction Labourers",9313
416,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",932,Manufacturing Labourers,9321,Hand Packers,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Manufacturing Labourers | Hand Packers",9321
417,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",932,Manufacturing Labourers,9329,Manufacturing Labourers Not Elsewhere Classified,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Manufacturing Labourers | Manufacturing Labourers Not Elsewhere Classified",9329
418,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9331,Hand and Pedal Vehicle Drivers,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Transport and Storage Labourers | Hand and Pedal Vehicle Drivers",9331
419,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9332,Drivers of Animal-drawn Vehicles and Machinery,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Transport and Storage Labourers | Drivers of Animal-drawn Vehicles and Machinery",9332
420,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9333,Freight Handlers,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Transport and Storage Labourers | Freight Handlers",9333
421,ISCO-08,9,Elementary Occupations,93,"Labourers in Mining, Construction, Manufacturing and Transport",933,Transport and Storage Labourers,9334,Shelf Fillers,"Elementary Occupations | Labourers in Mining, Construction, Manufacturing and Transport | Transport and Storage Labourers | Shelf Fillers",9334
422,ISCO-08,9,Elementary Occupations,94,Food Preparation Assistants,941,Food Preparation Assistants,9411,Fast Food Preparers,Elementary Occupations | Food Preparation Assistants | Food Preparation Assistants | Fast Food Preparers,9411
423,ISCO-08,9,Elementary Occupations,94,Food Preparation Assistants,941,Food Preparation Assistants,9412,Kitchen Helpers,Elementary Occupations | Food Preparation Assistants | Food Preparation Assistants | Kitchen Helpers,9412
424,ISCO-08,9,Elementary Occupations,95,Street and Related Sales and Services Workers,951,Street and Related Services Workers,9510,Street and Related Services Workers,Elementary Occupations | Street and Related Sales and Services Workers | Street and Related Services Workers | Street and Related Services Workers,9510
425,ISCO-08,9,Elementary Occupations,95,Street and Related Sales and Services Workers,952,Street Vendors (excluding Food),9520,Street Vendors (excluding Food),Elementary Occupations | Street and Related Sales and Services Workers | Street Vendors (excluding Food) | Street Vendors (excluding Food),9520
426,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,961,Refuse Workers,9611,Garbage and Recycling Collectors,Elementary Occupations | Refuse Workers and Other Elementary Workers | Refuse Workers | Garbage and Recycling Collectors,9611
427,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,961,Refuse Workers,9612,Refuse Sorters,Elementary Occupations | Refuse Workers and Other Elementary Workers | Refuse Workers | Refuse Sorters,9612
428,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,961,Refuse Workers,9613,Sweepers and Related Labourers,Elementary Occupations | Refuse Workers and Other Elementary Workers | Refuse Workers | Sweepers and Related Labourers,9613
429,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9621,"Messengers, Package Deliverers and Luggage Porters","Elementary Occupations | Refuse Workers and Other Elementary Workers | Other Elementary Workers | Messengers, Package Deliverers and Luggage Porters",9621
430,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9622,Odd-job Persons,Elementary Occupations | Refuse Workers and Other Elementary Workers | Other Elementary Workers | Odd-job Persons,9622
431,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9623,Meter Readers and Vending-machine Collectors,Elementary Occupations | Refuse Workers and Other Elementary Workers | Other Elementary Workers | Meter Readers and Vending-machine Collectors,9623
432,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9624,Water and Firewood Collectors,Elementary Occupations | Refuse Workers and Other Elementary Workers | Other Elementary Workers | Water and Firewood Collectors,9624
433,ISCO-08,9,Elementary Occupations,96,Refuse Workers and Other Elementary Workers,962,Other Elementary Workers,9629,Elementary Workers Not Elsewhere Classified,Elementary Occupations | Refuse Workers and Other Elementary Workers | Other Elementary Workers | Elementary Workers Not Elsewhere Classified,9629
434,ISCO-08,0,Armed Forces Occupations,01,Commissioned Armed Forces Officers,011,Commissioned Armed Forces Officers,0110,Commissioned Armed Forces Officers,Armed Forces Occupations | Commissioned Armed Forces Officers | Commissioned Armed Forces Officers | Commissioned Armed Forces Officers,0110
435,ISCO-08,0,Armed Forces Occupations,02,Non-commissioned Armed Forces Officers,021,Non-commissioned Armed Forces Officers,0210,Non-commissioned Armed Forces Officers,Armed Forces Occupations | Non-commissioned Armed Forces Officers | Non-commissioned Armed Forces Officers | Non-commissioned Armed Forces Officers,0210
436,ISCO-08,0,Armed Forces Occupations,03,"Armed Forces Occupations, Other Ranks",031,"Armed Forces Occupations, Other Ranks",0310,"Armed Forces Occupations, Other Ranks","Armed Forces Occupations | Armed Forces Occupations, Other Ranks | Armed Forces Occupations, Other Ranks | Armed Forces Occupations, Other Ranks",0310
